Entry,Name,Species,Instance,Nature,Item,Move 1,Move 2,Move 3,Move 4,Possible Ability,EVs (HP/Atk/Def/SpA/SpD/Spe),HP EV,Atk EV,Def EV,SpA EV,SpD EV,Speed EV,Level 100 stats,Lv 100 speed,Level 50 stats,Lv 50 Speed,Fixed IVs (Brains only)
487,Hariyama 2,Hariyama,2,Quiet,Quick Claw,Cross Chop,Fire Punch,Ice Punch,ThunderPunch,Thick Fat / Guts,255 Atk / 255 SpA,,255,,255,,,429/339/156/196/156/122,122,219/172/80/101/80/63,63,31
488,Raichu 2,Raichu,2,Adamant,Lum Berry,Thunderbolt,Reversal,Endure,Agility,Static,255 Atk / 255 Speed,,255,,,,255,261/306/146/194/196/299,299,135/156/75/99/100/152,152,31
489,Dewgong 2,Dewgong,2,Docile,Shell Bell,Blizzard,Double-Edge,Encore,Disable,Thick Fat,255 Atk / 255 SpA,,255,,255,,,321/239/196/239/226/176,176,165/122/100/122/115/90,90,31
490,Manectric 2,Manectric,2,Modest,Petaya Berry,Thunder,Rain Dance,Crunch,Roar,Static / Lightningrod,255 SpA / 255 Speed,,,,255,,255,281/167/156/339/156/309,309,145/85/80/172/80/157,157,31
491,Vileplume 2,Vileplume,2,Bold,BrightPowder,Ingrain,Double Team,Toxic,Giga Drain,Chlorophyll,170 HP / 170 Def / 170 SpD,170,,170,,170,,333/176/272/236/258/136,136,171/90/139/120/131/70,70,31
492,Victreebel 2,Victreebel,2,Serious,Leftovers,Giga Drain,Sludge Bomb,Sleep Powder,Attract,Chlorophyll,255 Atk / 255 SpA,,255,,255,,,301/309/166/299/156/176,176,155/157/85/152/80/90,90,31
493,Electrode 2,Electrode,2,Modest,BrightPowder,Thunder,Rain Dance,Double Team,Swagger,Soundproof / Static,170 HP / 170 Def / 170 SpD,170,,170,,170,,303/122/218/215/238/316,316,156/63/111/110/121/160,160,31
494,Exploud 2,Exploud,2,Quirky,Focus Band,SolarBeam,Sunny Day,Earthquake,Counter,Soundproof,255 Atk / 255 SpA,,255,,255,,,349/281/162/281/162/172,172,179/143/83/143/83/88,88,31
495,Shiftry 2,Shiftry,2,Impish,Chesto Berry,Leech Seed,Dig,Double Team,Rest,Chlorophyll / Early Bird,255 Def / 255 SpD,,,255,,255,,321/236/240/194/219/196,196,165/120/123/99/112/100,100,31
496,Glalie 2,Glalie,2,Quirky,Salac Berry,Explosion,Endure,Body Slam,Icy Wind,Inner Focus,255 Atk / 255 Speed,,255,,,,255,301/259/196/196/196/259,259,155/132/100/100/100/132,132,31
497,Ludicolo 2,Ludicolo,2,Modest,Shell Bell,Surf,Ice Beam,ThunderPunch,Fire Punch,Swift Swim / Rain Dish,255 HP / 255 SpA,255,,,255,,,364/158/176/306/236/176,176,187/81/90/156/120/90,90,31
498,Hypno 2,Hypno,2,Modest,TwistedSpoon,Hypnosis,Nightmare,Dream Eater,Psychic,Insomnia,255 Def / 255 SpD,,,255,,255,,311/163/239/200/329/170,170,160/84/122/102/167/87,87,31
499,Golem 2,Golem,2,Adamant,Chesto Berry,Focus Punch,Substitute,Double Team,Rest,Rock Head / Sturdy,255 HP / 255 Atk,255,255,,,,,364/350/296/131/166/126,126,187/178/150/67/85/65,65,31
500,Rhydon 2,Rhydon,2,Adamant,Quick Claw,Earthquake,Horn Drill,Rock Slide,Brick Break,Lightningrod / Rock Head,255 Atk / 255 SpD,,255,,,255,,351/394/276/113/189/116,116,180/200/140/58/97/60,60,31
501,Alakazam 2,Alakazam,2,Modest,Lum Berry,Psychic,Calm Mind,Thunder Wave,Recover,Synchronize / Inner Focus,255 Def / 255 SpA,,,255,255,,,251/122/189/405/206/276,276,130/63/97/205/105/140,140,31
502,Weezing 2,Weezing,2,Adamant,Sitrus Berry,Memento,Sludge Bomb,Facade,Destiny Bond,Levitate,255 HP / 255 Atk,255,255,,,,,334/306/276/185/176/156,156,172/156/140/94/90/80,80,31
503,Kangaskhan 2,Kangaskhan,2,Adamant,Lum Berry,Crush Claw,Shadow Ball,Attract,Rest,Early Bird,255 HP / 255 Atk,255,255,,,,,414/317/196/104/196/216,216,212/161/100/54/100/110,110,31
504,Electabuzz 2,Electabuzz,2,Quirky,Leftovers,Thunder,Rain Dance,Attract,Focus Punch,Static,170 Atk / 170 SpA / 170 Speed,,170,,170,,170,271/244/150/268/206/288,288,140/124/77/136/105/146,146,31
505,Tauros 2,Tauros,2,Adamant,Chesto Berry,Double-Edge,Earthquake,Double Team,Rest,Intimidate,255 HP / 255 Atk,255,255,,,,,354/328/226/104/176/256,256,182/167/115/54/90/130,130,31
506,Slowbro 2,Slowbro,2,Modest,Leftovers,Surf,Ice Beam,Calm Mind,Yawn,Oblivious / Own Tempo,255 Atk / 255 SpD,,255,,,255,,331/224/256/259/259/96,96,170/114/130/132/132/50,50,31
507,Slowking 2,Slowking,2,Modest,Shell Bell,Yawn,Thunder Wave,Surf,Psychic,Oblivious / Own Tempo,255 Def / 255 SpA,,,255,255,,,331/167/259/328/256/96,96,170/85/132/167/130/50,50,31
508,Miltank 2,Miltank,2,Careful,Leftovers,Focus Punch,Shadow Ball,Attract,Thunder Wave,Thick Fat,170 HP / 170 Atk / 170 SpD,170,170,,,170,,373/238/246/104/239/236,236,191/121/125/54/122/120,120,31
509,Altaria 2,Altaria,2,Bold,Leftovers,Perish Song,DragonBreath,Pursuit,Attract,Natural Cure,170 HP / 170 Def / 170 SpD,170,,170,,170,,333/158/283/176/288/196,196,171/81/144/90/146/100,100,31
510,Nidoqueen 2,Nidoqueen,2,Adamant,Shell Bell,Double-Edge,Earthquake,Aerial Ace,Rock Slide,Poison Point,255 HP / 255 Atk,255,255,,,,,384/289/210/167/206/188,188,197/147/107/85/105/96,96,31
511,Nidoking 2,Nidoking,2,Adamant,Shell Bell,Mega Kick,Earthquake,Shadow Ball,Brick Break,Poison Point,255 HP / 255 Atk,255,255,,,,,366/311/190/185/186/206,206,188/158/97/94/95/105,105,31
512,Magmar 2,Magmar,2,Modest,Quick Claw,Fire Blast,SmokeScreen,ThunderPunch,Confuse Ray,Flame Body,255 SpA / 255 Speed,,,,255,,255,271/203/150/328/206/285,285,140/103/77/167/105/145,145,31
513,Cradily 2,Cradily,2,Adamant,Sitrus Berry,Earthquake,AncientPower,Swagger,Psych Up,Suction Cups,255 HP / 255 Atk,255,255,,,,,376/287/230/178/250/122,122,193/146/117/91/127/63,63,31
514,Armaldo 2,Armaldo,2,Adamant,Quick Claw,Iron Tail,AncientPower,Brick Break,Knock Off,Battle Armor,255 HP / 255 Atk,255,255,,,,,354/383/236/158/196/126,126,182/194/120/81/100/65,65,31
515,Golduck 2,Golduck,2,Quirky,Lum Berry,Cross Chop,Surf,Swagger,Psych Up,Damp / Cloud Nine,170 Atk / 170 SpA / 170 Speed,,170,,170,,170,301/242/192/268/196/248,248,155/123/98/136/100/126,126,31
516,Rapidash 2,Rapidash,2,Docile,Leftovers,Fire Blast,Bounce,Double Team,Attract,Run Away / Flash Fire,170 Atk / 170 SpA / 170 Speed,,170,,170,,170,271/278/176/238/196/288,288,140/141/90/121/100/146,146,31
517,Muk 2,Muk,2,Hardy,Chesto Berry,Curse,Rest,Sludge Bomb,DynamicPunch,Stench / Sticky Hold,255 Atk / 255 Def,,255,255,,,,351/309/249/166/236/136,136,180/157/127/85/120/70,70,31
518,Gengar 2,Gengar,2,Adamant,Leftovers,Sludge Bomb,Shadow Ball,Confuse Ray,Will-O-Wisp,Levitate,255 Atk / 255 Speed,,255,,,,255,261/251/156/266/186/319,319,135/128/80/135/95/162,162,31
519,Ampharos 2,Ampharos,2,Hardy,BrightPowder,ThunderPunch,Fire Punch,Focus Punch,Thunder Wave,Static,255 Atk / 255 SpA,,255,,255,,,321/249/186/329/216/146,146,165/127/95/167/110/75,75,31
520,Scizor 2,Scizor,2,Adamant,Quick Claw,Silver Wind,Steel Wing,Swords Dance,Light Screen,Swarm,255 Atk / 255 SpD,,255,,,255,,281/394/236/131/259/166,166,145/200/120/67/132/85,85,31
521,Heracross 2,Heracross,2,Jolly,Lum Berry,Megahorn,Earthquake,Attract,Bulk Up,Swarm / Guts,255 HP / 255 Speed,255,,,,,255,364/286/186/104/226/295,295,187/145/95/54/115/150,150,31
522,Ursaring 2,Ursaring,2,Adamant,Quick Claw,Double-Edge,Earthquake,Brick Break,Counter,Guts,255 HP / 255 Atk,255,255,,,,,384/394/186/167/186/146,146,197/200/95/85/95/75,75,31
523,Houndoom 2,Houndoom,2,Modest,Lum Berry,Fire Blast,Crunch,Roar,Rest,Early Bird / Flash Fire,255 SpA / 255 Speed,,,,255,,255,291/194/136/350/196/289,289,150/99/70/178/100/147,147,31
524,Donphan 2,Donphan,2,Jolly,Quick Claw,Flail,Endure,Earthquake,Rock Tomb,Sturdy,255 Atk / 255 Speed,,255,,,,255,321/339/276/140/156/218,218,165/172/140/72/80/112,112,31
525,Claydol 2,Claydol,2,Calm,Leftovers,Psychic,Earthquake,Double Team,Cosmic Power,Levitate,170 HP / 170 Def / 170 SpD,170,,170,,170,,303/158/288/176/349/186,186,156/81/146/90/177/95,95,31
526,Wailord 2,Wailord,2,Adamant,Chesto Berry,Double-Edge,Rest,Curse,Amnesia,Water Veil / Oblivious,170 HP / 170 Def / 170 SpD,170,,170,,170,,523/237/168/194/168/156,156,266/121/86/99/86/80,80,31
527,Ninetales 2,Ninetales,2,Quirky,Lum Berry,Heat Wave,Body Slam,Grudge,Sunny Day,Flash Fire,255 SpA / 255 Speed,,,,255,,255,287/188/186/261/236/299,299,148/96/95/133/120/152,152,31
528,Machamp 2,Machamp,2,Adamant,Chesto Berry,Cross Chop,Earthquake,Bulk Up,Rest,Guts,170 HP / 170 Def / 170 SpD,170,,170,,170,,363/325/238/149/248/146,146,186/165/121/76/126/75,75,31
529,Shuckle 2,Shuckle,2,Careful,Leftovers,Sandstorm,Dig,Flash,Double Team,Sturdy,255 Def / 255 SpD,,,255,,255,,181/56/559/50/614/46,46,95/30/282/27/310/25,25,31
530,Steelix 2,Steelix,2,Hardy,Leftovers,Earthquake,DragonBreath,Sandstorm,Block,Rock Head / Sturdy,255 Atk / 255 SpD,,255,,,255,,291/269/436/146/229/96,96,150/137/220/75/117/50,50,31
531,Tentacruel 2,Tentacruel,2,Hardy,Leftovers,Toxic,Giga Drain,Confuse Ray,Surf,Clear Body / Liquid Ooze,170 HP / 170 Def / 170 SpA,170,,170,170,,,343/176/208/238/276/236,236,176/90/106/121/140/120,120,31
532,Aerodactyl 2,Aerodactyl,2,Adamant,Choice Band,Hyper Beam,Earthquake,Aerial Ace,AncientPower,Rock Head / Pressure,170 HP / 170 Atk / 170 Speed,170,170,,,,170,343/316/166/140/186/338,338,176/161/85/72/95/171,171,31
533,Porygon2 2,Porygon2,2,Modest,Lum Berry,SolarBeam,Sunny Day,Thunder Wave,Recover,Trace,255 HP / 255 SpA,255,,,255,,,374/176/216/339/226/156,156,192/90/110/172/115/80,80,31
534,Gardevoir 2,Gardevoir,2,Modest,Chesto Berry,Psychic,Calm Mind,Double Team,Rest,Synchronize / Trace,255 HP / 255 Def,255,,255,,,,340/149/229/314/266/196,196,175/76/117/160/135/100,100,31
535,Exeggutor 2,Exeggutor,2,Hardy,Chesto Berry,Return,Curse,Sleep Powder,Rest,Chlorophyll,255 Atk / 255 SpD,,255,,,255,,331/289/206/286/229/146,146,170/147/105/145/117/75,75,31
536,Starmie 2,Starmie,2,Modest,Shell Bell,Hydro Pump,Thunder,Rain Dance,Recover,Illuminate / Natural Cure,170 HP / 170 Def / 170 SpD,170,,170,,170,,303/167/248/259/248/266,266,156/85/126/132/126/135,135,31
537,Flygon 2,Flygon,2,Modest,BrightPowder,SolarBeam,Fire Blast,Crunch,Sunny Day,Levitate,255 SpA / 255 Speed,,,,255,,255,301/212/196/284/196/299,299,155/108/100/145/100/152,152,31
538,Venusaur 2,Venusaur,2,Bold,BrightPowder,Leech Seed,Giga Drain,Double Team,Light Screen,Overgrow,170 HP / 170 Def / 170 SpD,170,,170,,170,,343/180/268/236/278/196,196,176/92/136/120/141/100,100,31
539,Vaporeon 2,Vaporeon,2,Docile,Shell Bell,Surf,Ice Beam,Body Slam,Shadow Ball,Water Absorb,170 HP / 170 Def / 170 SpD,170,,170,,170,,443/166/198/256/268/166,166,226/85/101/130/136/85,85,31
540,Jolteon 2,Jolteon,2,Hardy,Scope Lens,Thunderbolt,Dig,Double Kick,Roar,Volt Absorb,255 Atk / 255 SpA,,255,,255,,,271/229/156/319/226/296,296,140/117/80/162/115/150,150,31
541,Flareon 2,Flareon,2,Relaxed,Quick Claw,Curse,Attract,Double-Edge,Shadow Ball,Flash Fire,170 HP / 170 Def / 170 SpD,170,,170,,170,,313/296/217/226/298/149,149,161/150/111/115/151/76,76,31
542,Meganium 2,Meganium,2,Calm,Leftovers,Leech Seed,Substitute,Double Team,GrassWhistle,Overgrow,170 HP / 170 Def / 170 SpD,170,,170,,170,,343/180/278/202/305/196,196,176/92/141/103/155/100,100,31
543,Espeon 2,Espeon,2,Docile,Chesto Berry,Psychic,Shadow Ball,Calm Mind,Rest,Synchronize,255 Atk / 255 Speed,,255,,,,255,271/229/156/296/226/319,319,140/117/80/150/115/162,162,31
544,Umbreon 2,Umbreon,2,Adamant,Leftovers,Curse,Screech,Double Team,Double-Edge,Synchronize,170 HP / 170 Atk / 170 SpD,170,170,,,170,,373/228/256/140/338/166,166,191/117/130/72/171/85,85,31
545,Blastoise 2,Blastoise,2,Brave,Shell Bell,Hydro Pump,Mega Kick,Brick Break,Mirror Coat,Torrent,170 HP / 170 Atk / 170 SpA,170,170,,170,,,341/268/236/248/246/172,172,175/136/120/126/125/88,88,31
546,Feraligatr 2,Feraligatr,2,Sassy,Quick Claw,Surf,Dragon Claw,Brick Break,Scary Face,Torrent,170 HP / 170 SpA / 170 SpD,170,,,170,170,,353/246/236/236/268/172,172,181/125/120/120/136/88,88,31
547,Aggron 2,Aggron,2,Adamant,Scope Lens,Focus Punch,Earthquake,Rock Slide,Thunder Wave,Sturdy / Rock Head,255 HP / 255 Atk,255,255,,,,,344/350/396/140/156/136,136,177/178/200/72/80/70,70,31
548,Blaziken 2,Blaziken,2,Docile,Scope Lens,Blaze Kick,Mega Kick,ThunderPunch,Brick Break,Blaze,255 Atk / 255 SpA,,255,,255,,,301/339/176/319/176/196,196,155/172/90/162/90/100,100,31
549,Walrein 2,Walrein,2,Quirky,Focus Band,Earthquake,Ice Beam,Curse,Double Team,Thick Fat,170 HP / 170 Def / 170 SpD,170,,170,,170,,403/196/258/226/258/166,166,206/100/131/115/131/85,85,31
550,Sceptile 2,Sceptile,2,Modest,Lum Berry,Leaf Blade,ThunderPunch,Attract,Double Team,Overgrow,255 SpA / 255 Speed,,,,255,,255,281/185/166/339/206/339,339,145/94/85/172/105/172,172,31
551,Charizard 2,Charizard,2,Adamant,BrightPowder,Earthquake,Aerial Ace,Dragon Dance,SmokeScreen,Blaze,255 Atk / 255 Speed,,255,,,,255,297/293/192/228/206/299,299,153/149/98/116/105/152,152,31
552,Typhlosion 2,Typhlosion,2,Hardy,Scope Lens,Flamethrower,ThunderPunch,Aerial Ace,Rock Slide,Blaze,170 Atk / 170 SpA / 170 Speed,,170,,170,,170,297/246/192/296/206/278,278,153/125/98/150/105/141,141,31
553,Lapras 2,Lapras,2,Timid,Quick Claw,Surf,Ice Beam,Body Slam,Roar,Water Absorb / Shell Armor,255 SpA / 255 Speed,,,,255,,255,401/185/196/269/226/240,240,205/94/100/137/115/123,123,31
554,Crobat 2,Crobat,2,Calm,Leftovers,Toxic,Giga Drain,Confuse Ray,Double Team,Inner Focus,170 HP / 170 Def / 170 SpD,170,,170,,170,,353/194/238/176/261/296,296,181/99/121/90/133/150,150,31
555,Swampert 2,Swampert,2,Docile,Quick Claw,Surf,Earthquake,Counter,Mirror Coat,Torrent,170 HP / 170 Def / 170 SpD,170,,170,,170,,383/256/258/206/258/156,156,196/130/131/105/131/80,80,31
556,Gyarados 2,Gyarados,2,Modest,Shell Bell,Hydro Pump,Thunderbolt,Fire Blast,Blizzard,Intimidate,255 SpA / 255 Speed,,,,255,,255,331/257/194/240/236/261,261,170/130/99/123/120/133,133,31
557,Snorlax 2,Snorlax,2,Adamant,Chesto Berry,Earthquake,Rock Slide,Curse,Rest,Immunity / Thick Fat,170 HP / 170 Def / 170 SpD,170,,170,,170,,503/281/208/149/298/96,96,256/143/106/76/151/50,50,31
558,Kingdra 2,Kingdra,2,Modest,Chesto Berry,Surf,Ice Beam,DragonBreath,Rest,Swift Swim,170 HP / 170 Def / 170 SpD,170,,170,,170,,333/203/268/248/268/206,206,171/103/136/127/136/105,105,31
559,Blissey 2,Blissey,2,Bold,Leftovers,Seismic Toss,Sing,Attract,Substitute,Natural Cure / Serene Grace,255 Def / 255 SpD,,,255,,255,,651/50/130/186/369/146,146,330/27/68/95/187/75,75,31
560,Milotic 2,Milotic,2,Modest,Focus Band,Surf,Ice Beam,Safeguard,Mirror Coat,Marvel Scale,255 HP / 255 SpA,255,,,255,,,394/140/194/328/286/198,198,202/72/99/167/145/101,101,31
561,Arcanine 2,Arcanine,2,Docile,Lum Berry,Fire Blast,Sunny Day,Crunch,Roar,Intimidate / Flash Fire,255 SpA / 255 Speed,,,,255,,255,321/256/196/299/196/289,289,165/130/100/152/100/147,147,31
562,Salamence 2,Salamence,2,Hardy,Leftovers,Double-Edge,Crunch,Swagger,Protect,Intimidate,170 Atk / 170 SpA / 170 Speed,,170,,170,,170,331/348/196/298/196/278,278,170/176/100/151/100/141,141,31
563,Metagross 2,Metagross,2,Adamant,Lum Berry,Earthquake,Meteor Mash,Psych Up,Swagger,Clear Body,170 HP / 170 SpD / 170 Speed,170,,,,170,170,343/336/296/203/258/218,218,176/171/150/103/131/111,111,31
564,Slaking 2,Slaking,2,Adamant,Leftovers,Mega Kick,Shadow Ball,Yawn,Amnesia,Truant,255 Def / 255 SpD,,,255,,255,,441/391/299/203/229/236,236,225/198/152/103/117/120,120,31
565,Dugtrio 3,Dugtrio,3,Adamant,King's Rock,Earthquake,Double-Edge,Sludge Bomb,Fissure,Sand Veil / Arena Trap,255 Atk / 255 Speed,,255,,,,255,211/284/136/122/176/339,339,110/145/70/63/90/172,172,31
566,Medicham 3,Medicham,3,Hardy,Scope Lens,DynamicPunch,ThunderPunch,Ice Punch,Fire Punch,Pure Power,255 SpA / 255 Speed,,,,255,,255,261/156/186/219/186/259,259,135/80/95/112/95/132,132,31
567,Misdreavus 3,Misdreavus,3,Bold,BrightPowder,Perish Song,Mean Look,Thunder Wave,Confuse Ray,Levitate,255 HP / 255 Def,255,,255,,,,324/140/240/206/206/206,206,167/72/123/105/105/105,105,31
568,Fearow 3,Fearow,3,Hardy,Scope Lens,Drill Peck,Return,Steel Wing,Faint Attack,Keen Eye,255 Atk / 255 Speed,,255,,,,255,271/279/166/158/158/299,299,140/142/85/81/81/152,152,31
569,Granbull 3,Granbull,3,Adamant,Quick Claw,Double-Edge,Earthquake,Sludge Bomb,Rock Slide,Intimidate,255 HP / 255 Atk,255,255,,,,,384/372/186/140/156/126,126,197/189/95/72/80/65,65,31
570,Jynx 3,Jynx,3,Hardy,Quick Claw,Dream Eater,Lovely Kiss,Attract,Substitute,Oblivious,255 HP / 255 Def,255,,255,,,,334/136/169/266/226/226,226,172/70/87/135/115/115,115,31
571,Dusclops 3,Dusclops,3,Adamant,Leftovers,Psych Up,Swagger,Shadow Ball,Earthquake,Pressure,170 HP / 170 Def / 170 SpD,170,,170,,170,,263/193/338/140/338/86,86,136/99/171/72/171/45,45,31
572,Dodrio 3,Dodrio,3,Adamant,Lum Berry,Double-Edge,Drill Peck,Steel Wing,Faint Attack,Run Away / Early Bird,255 Atk / 255 Speed,,255,,,,255,261/350/176/140/156/299,299,135/178/90/72/80/152,152,31
573,Mr. Mime 3,Mr. Mime,3,Modest,Choice Band,Trick,Torment,Psychic,Thunderbolt,Soundproof,255 HP / 255 SpA,255,,,255,,,284/113/166/328/276/216,216,147/58/85/167/140/110,110,31
574,Lanturn 3,Lanturn,3,Modest,BrightPowder,Hydro Pump,Thunder,Confuse Ray,Rain Dance,Volt Absorb / Illuminate,255 SpA / 255 Speed,,,,255,,255,391/136/152/276/188/233,233,200/70/78/140/96/119,119,31
575,Breloom 3,Breloom,3,Adamant,Leftovers,Iron Tail,Focus Punch,Attract,Spore,Effect Spore,255 Atk / 255 Speed,,255,,,,255,261/394/196/140/156/239,239,135/200/100/72/80/122,122,31
576,Forretress 3,Forretress,3,Quiet,Focus Band,Explosion,Earthquake,Giga Drain,Zap Cannon,Sturdy,170 Atk / 170 SpA / 170 SpD,,170,,170,170,,291/258/316/217/198/104,104,150/131/160/111/101/54,54,31
577,Whiscash 3,Whiscash,3,Hardy,Chesto Berry,Sleep Talk,Rest,Surf,Fissure,Oblivious,255 Def / 255 SpD,,,255,,255,,361/192/245/188/241/156,156,185/98/125/96/123/80,80,31
578,Xatu 3,Xatu,3,Jolly,King's Rock,Drill Peck,Psychic,Giga Drain,Steel Wing,Synchronize / Early Bird,170 Atk / 170 SpA / 170 Speed,,170,,170,,170,271/228/176/241/176/294,294,140/116/90/122/90/150,150,31
579,Skarmory 3,Skarmory,3,Careful,Chesto Berry,Toxic,Curse,Rest,Fly,Keen Eye / Sturdy,255 HP / 255 SpD,255,,,,255,,334/196/316/104/262/176,176,172/100/160/54/134/90,90,31
580,Marowak 3,Marowak,3,Adamant,Thick Club,Earthquake,Rock Slide,Swords Dance,Brick Break,Rock Head / Lightningrod,255 Atk / 255 Speed,,255,,,,255,261/284/256/122/196/189,189,135/145/130/63/100/97,97,31
581,Quagsire 3,Quagsire,3,Adamant,Quick Claw,Earthquake,Sludge Bomb,Double-Edge,Curse,Damp / Water Absorb,255 Atk / 255 SpD,,255,,,255,,331/295/206/149/229/106,106,170/150/105/76/117/55,55,31
582,Clefable 3,Clefable,3,Modest,Lum Berry,Thunderbolt,Ice Beam,Flamethrower,Magical Leaf,Cute Charm,255 Def / 255 SpA,,,255,255,,,331/158/245/295/216/156,156,170/81/125/150/110/80,80,31
583,Hariyama 3,Hariyama,3,Adamant,Quick Claw,Cross Chop,Earthquake,Rock Slide,Facade,Thick Fat / Guts,255 HP / 255 Atk,255,255,,,,,492/372/156/104/156/136,136,251/189/80/54/80/70,70,31
584,Raichu 3,Raichu,3,Docile,Cheri Berry,Thunder,Rain Dance,Iron Tail,Attract,Static,255 SpA / 255 Speed,,,,255,,255,261/216/146/279/196/299,299,135/110/75/142/100/152,152,31
585,Dewgong 3,Dewgong,3,Bold,Chesto Berry,Horn Drill,Sheer Cold,Sleep Talk,Rest,Thick Fat,255 HP / 255 Def,255,,255,,,,384/158/284/176/226/176,176,197/81/145/90/115/90,90,31
586,Manectric 3,Manectric,3,Quirky,Lum Berry,Thunderbolt,Iron Tail,Thunder Wave,Roar,Static / Lightningrod,255 SpA / 255 Speed,,,,255,,255,281/186/156/309/156/309,309,145/95/80/157/80/157,157,31
587,Vileplume 3,Vileplume,3,Quirky,Leftovers,Attract,Stun Spore,Sludge Bomb,Giga Drain,Chlorophyll,255 Atk / 255 SpA,,255,,255,,,291/259/206/299/216/136,136,150/132/105/152/110/70,70,31
588,Victreebel 3,Victreebel,3,Quirky,BrightPowder,Stun Spore,Ingrain,Giga Drain,Sludge Bomb,Chlorophyll,255 Atk / 255 SpA,,255,,255,,,301/309/166/299/156/176,176,155/157/85/152/80/90,90,31
589,Electrode 3,Electrode,3,Naughty,Liechi Berry,Explosion,Thunderbolt,Thunder Wave,Endure,Soundproof / Static,255 Atk / 255 SpA,,255,,255,,,261/218/176/259/176/316,316,135/112/90/132/90/160,160,31
590,Exploud 3,Exploud,3,Modest,White Herb,Overheat,Ice Beam,ThunderPunch,Extrasensory,Soundproof,255 SpA / 255 Speed,,,,255,,255,349/196/162/309/162/235,235,179/100/83/157/83/120,120,31
591,Shiftry 3,Shiftry,3,Quirky,Focus Band,SolarBeam,Sunny Day,Explosion,Synthesis,Chlorophyll / Early Bird,255 Atk / 255 SpA,,255,,255,,,321/299/156/279/156/196,196,165/152/80/142/80/100,100,31
592,Glalie 3,Glalie,3,Hardy,Shell Bell,Blizzard,Earthquake,Double-Edge,Shadow Ball,Inner Focus,170 Atk / 170 SpA / 170 Speed,,170,,170,,170,301/238/196/238/196/238,238,155/121/100/121/100/121,121,31
593,Ludicolo 3,Ludicolo,3,Bold,Leftovers,Leech Seed,Rain Dance,Double Team,Giga Drain,Swift Swim / Rain Dish,170 HP / 170 Def / 170 SpD,170,,170,,170,,343/158/239/216/278/176,176,176/81/122/110/141/90,90,31
594,Hypno 3,Hypno,3,Adamant,Lum Berry,Psych Up,Swagger,Mega Kick,Shadow Ball,Insomnia,255 HP / 255 Atk,255,255,,,,,374/269/176/163/266/170,170,192/137/90/84/135/87,87,31
595,Golem 3,Golem,3,Adamant,Quick Claw,Explosion,Earthquake,Flamethrower,Brick Break,Rock Head / Sturdy,255 Atk / 255 SpD,,255,,,255,,301/350/296/131/229/126,126,155/178/150/67/117/65,65,31
596,Rhydon 3,Rhydon,3,Adamant,Quick Claw,Megahorn,Crush Claw,Earthquake,Horn Drill,Lightningrod / Rock Head,255 HP / 255 Atk,255,255,,,,,414/394/276/113/126/116,116,212/200/140/58/65/60,60,31
597,Alakazam 3,Alakazam,3,Modest,Choice Band,Trick,Disable,Psychic,Skill Swap,Synchronize / Inner Focus,255 Def / 255 SpA,,,255,255,,,251/122/189/405/206/276,276,130/63/97/205/105/140,140,31
598,Weezing 3,Weezing,3,Quirky,Focus Band,Explosion,Sludge Bomb,Flamethrower,Thunderbolt,Levitate,255 Atk / 255 SpA,,255,,255,,,271/279/276/269/176/156,156,140/142/140/137/90/80,80,31
599,Kangaskhan 3,Kangaskhan,3,Jolly,Salac Berry,Reversal,Endure,Thunderbolt,Earthquake,Early Bird,255 Atk / 255 Speed,,255,,,,255,351/289/196/104/196/306,306,180/147/100/54/100/156,156,31
600,Electabuzz 3,Electabuzz,3,Quirky,Lum Berry,Fire Punch,Ice Punch,Thunderbolt,Cross Chop,Static,255 SpA / 255 Speed,,,,255,,255,271/202/150/289/206/309,309,140/103/77/147/105/157,157,31
601,Tauros 3,Tauros,3,Docile,Leftovers,Double-Edge,Earthquake,Flamethrower,Ice Beam,Intimidate,255 Atk / 255 SpA,,255,,255,,,291/299/226/179/176/256,256,150/152/115/92/90/130,130,31
602,Slowbro 3,Slowbro,3,Quiet,Quick Claw,Surf,Psychic,Shadow Ball,Attract,Oblivious / Own Tempo,255 SpA / 255 SpD,,,,255,255,,331/186/256/328/259/86,86,170/95/130/167/132/45,45,31
603,Slowking 3,Slowking,3,Quiet,Quick Claw,Psychic,Surf,Ice Beam,Earthquake,Oblivious / Own Tempo,170 Atk / 170 Def / 170 SpA,,170,170,170,,,331/228/238/305/256/86,86,170/116/121/155/130/45,45,31
604,Miltank 3,Miltank,3,Adamant,Salac Berry,Reversal,Endure,Earthquake,Shadow Ball,Thick Fat,255 Atk / 255 SpD,,255,,,255,,331/284/246/104/239/236,236,170/145/125/54/122/120,120,31
605,Altaria 3,Altaria,3,Adamant,Lum Berry,Sing,Dragon Dance,Earthquake,Aerial Ace,Natural Cure,255 HP / 255 Atk,255,255,,,,,354/262/216/158/246/196,196,182/134/110/81/125/100,100,31
606,Nidoqueen 3,Nidoqueen,3,Modest,Lum Berry,Thunderbolt,Flamethrower,Ice Beam,Crunch,Poison Point,255 HP / 255 SpA,255,,,255,,,384/180/210/273/206/188,188,197/92/107/139/105/96,96,31
607,Nidoking 3,Nidoking,3,Modest,Leppa Berry,Horn Drill,Fire Blast,Blizzard,Surf,Poison Point,255 HP / 255 SpA,255,,,255,,,366/198/190/295/186/206,206,188/101/97/150/95/105,105,31
